AOI name: Queixo

Number of Keyframes: 1
Number of Vertices: 53

Keyframe timestamp = 00:00:00.000
Active: True

X	Y
309,6	418,23
314,74	414,8
321,32	410,23
326,75	405,65
331,04	401,94
334,18	397,65
337,61	392,79
340,47	387,36
342,47	383,35
344,76	377,92
346,19	371,63
347,05	366,77
348,19	359,91
348,76	351,05
349,05	346,76
349,62	340,47
349,91	335,61
349,91	329,04
350,19	322,75
349,91	314,17
343,05	314,46
334,76	314,46
324,18	314,46
316,17	314,17
306,45	313,89
295,88	313,89
283,87	314,17
275,87	314,46
268,15	315,03
262,14	315,6
255,86	316,46
250,71	317,32
252,14	322,75
254,43	330,75
256,14	339,04
257,86	345,62
259,57	352,19
261,29	359,34
262,14	364,2
263,57	371,35
265	378,49
266,15	385,07
267,29	393,07
268,72	401,65
270,15	409,37
271,29	416,52
272,72	422,52
273,87	427,09
274,44	432,52


AOI name: Olho D

Number of Keyframes: 1
Number of Vertices: 27

Keyframe timestamp = 00:00:00.000
Active: True

X	Y

248,14	302,17
247,28	242,71
252,42	241,56
259,86	238,99
269,58	236,99
277,58	235,27
284,73	234,99
291,02	234,7
298,45	235,27
307,31	236,7
313,03	238,7
317,03	240,7
321,03	242,71
322,46	243,28
321,03	303,88
316,17	305,88
308,74	307,6
304,17	309,03
297,31	310,46
291,88	311,03
289,02	311,31
283,58	311,6
278,15	311,6
272,15	310,74
268,43	309,89
260,72	307,6
256,71	306,17


AOI name: Entre Sobrancelhas

Number of Keyframes: 1
Number of Vertices: 27

Keyframe timestamp = 00:00:00.000
Active: True

X	Y

247,28	242,42
248,14	301,88
240,7	300,74
233,27	299,88
227,27	298,74
222,69	298,16
218,12	297,59
213,83	297,02
208,4	297,02
203,83	296,73
199,25	296,73
194,11	297,31
189,53	297,88
184,96	298,74
178,67	299,88
172,95	300,74
163,52	240,42
172,09	238,42
181,53	236,99
188,96	236,13
196,39	235,56
204,68	235,27
215,83	235,56
219,55	236,13
226,98	237,56
233,84	238,99
239,56	240,13


AOI name: Olho E

Number of Keyframes: 1
Number of Vertices: 31

Keyframe timestamp = 00:00:00.000
Active: True

X	Y

173,54	301,12
163,88	240,55
160,23	239,69
155,29	238,41
150,35	237,55
145,41	236,9
139,18	236,47
131,45	236,26
126,93	236,69
121,35	237,76
117,91	238,62
114,69	239,48
110,4	240,55
105,03	242,27
100,95	244,63
98,15	246,35
95,36	248,5
93	249,79
104,81	310,57
108,46	311,43
112,33	311,86
116,41	312,29
119,85	312,29
130,16	312,72
137,03	312,72
140,9	312,5
144,12	311,86
148,63	310,57
154,86	308,42
161,08	306,06
164,95	304,56


AOI name: Sobrancelha E

Number of Keyframes: 1
Number of Vertices: 36

Keyframe timestamp = 00:00:00.000
Active: True

X	Y

93	250,22
97,08	247,43
101,59	244,85
104,38	243,13
107,18	241,84
110,4	240,77
112,97	239,91
117,7	238,84
121,99	237,98
125,43	237,12
129,51	236,69
134,45	236,47
138,96	236,69
143,26	236,69
147,34	236,9
151,85	237,98
157	239,05
162,16	239,91
164,09	240,34
161,3	237,76
159,37	236,69
155,29	234,54
150,35	232,82
145,84	231,53
140,9	230,89
135,1	230,67
128,44	230,67
125,43	231,53
121,78	232,39
117,7	233,68
114,05	235,18
108,68	237,33
105,24	239,05
101,38	241,2
97,08	244,42
94,5	247,21


AOI name: Sobrancelha D

Number of Keyframes: 1
Number of Vertices: 35

Keyframe timestamp = 00:00:00.000
Active: True

X	Y

247,4	242,8
250,2	242
254,8	240,6
258,8	239,4
263,2	238,2
268,8	237
272,4	236,2
278,2	235
286,2	234,8
293,6	234,8
298,8	235
306,8	236,4
312	237,8
315,6	239,6
318,8	241
321,4	242,8
322,8	243,4
322	241,2
319,8	238,6
317,2	237
314,2	235,6
310,6	233,6
307,2	231,8
304	230,8
298,6	229,4
294,2	228,8
288,6	228,4
281,6	228,8
277,4	229,4
272,8	230,6
269	231,8
264,4	233,6
260,2	235,4
257,2	237
251,8	239,4


AOI name: Testa

Number of Keyframes: 1
Number of Vertices: 76

Keyframe timestamp = 00:00:00.000
Active: True

X	Y

92,77	249,63
95,99	244,8
100,17	241,9
104,36	239,64
107,26	237,71
111,45	235,46
116,6	233,2
123,37	231,27
127,87	230,3
132,71	230,3
141,72	230,63
146,56	231,27
152,03	232,56
155,9	234,81
160,41	236,74
163,63	239,32
165,24	239,64
172	238,68
176,83	237,71
183,92	236,42
191,65	235,46
207,76	235,46
220	235,78
225,79	236,74
231,27	238,03
238,68	239,64
243,51	240,93
247,05	241,9
248,34	241,9
252,53	239,32
256,72	236,74
263,16	233,85
268,31	231,59
273,79	229,98
279,91	228,69
288,28	228,05
295,69	228,69
302,45	229,66
309,22	232,24
313,08	233,85
315,98	235,13
319,2	237,71
322,1	239,97
323,39	241,9
323,39	226,76
323,39	204,86
323,39	180,38
322,1	150,1
320,81	142,05
315,66	133,99
311,15	129,81
306,32	126,26
302,13	123,37
294,72	118,86
285,06	114,35
275,08	111,13
264,12	108,23
253,49	105,65
243,83	104,36
232,56	103,39
216,45	102,11
201,31	101,14
189,72	101,46
177,48	102,11
165,24	104,04
150,74	105,97
138,18	109,51
127,23	113,38
115,31	117,89
108,55	121,75
100,5	126,91
92,44	134,32
87,61	142,05
86,32	145,59
86,32	169,1
89,22	213,55


AOI name: Face

Number of Keyframes: 1
Number of Vertices: 154

Keyframe timestamp = 00:00:00.000
Active: True

X	Y

158,75	445,28
163,35	447,7
168,67	452,78
174,24	457,14
181,98	461,01
188,03	463,19
192,87	464,4
204,73	466,82
215,14	467,06
224,33	465,85
232,08	463,43
239,58	460,77
251,24	455
254,98	451,37
260,88	448,91
270,07	444,07
276,36	441,41
280,24	440,68
285,32	439,71
293,06	437,05
299,6	434,87
306,13	431,24
314,36	426,89
320,89	422,29
327,91	416,24
332,27	411,16
339,04	402,93
342,91	396,15
346,54	389,14
349,93	379,21
352,35	371,23
354,16	361,95
355,21	355,45
355,5	349,93
355,98	344,61
355,98	339,28
355,26	326,94
355,01	318,71
355,06	311,45
354,41	303,67
354,33	295,89
354,85	287,88
356,69	279,55
358,92	273,01
360,98	267,63
362,47	263,67
364,69	259,42
366,35	254,34
369,09	247,28
370,74	240,79
372,68	230,38
374,37	219,98
375,34	210,06
376,07	197,47
375,83	185,86
374,13	171,09
371,23	159,72
366,63	148,35
363	139,88
357,43	130,68
349,45	121
342,19	113,01
334,2	105,27
326,46	98,74
318,96	92,93
311,7	87,36
304,19	82,28
297,42	78,89
287,01	73,81
279,99	70,18
270,31	66,07
255,31	60,02
245,63	56,63
235,71	53,72
228,69	51,55
220,46	50,34
216,11	49,85
204,01	49,61
197,96	50,09
188,76	50,58
180,29	51,3
171,58	53
162,87	55,18
154,88	58,08
148,35	60,02
140,36	61,95
135,28	64,61
130,68	66,55
124,87	69,45
118,34	73,33
114,71	75,26
109,63	78,65
104,54	82,52
99,22	86,39
94,62	90,75
89,78	95,11
83,25	101,16
78,17	106,72
73,81	111,56
67,76	118,58
63,89	124,87
59,29	131,89
55,9	138,42
53	145,2
49,61	153,19
45,98	162,14
44,29	168,92
42,35	177,14
40,9	183,92
39,93	190,45
39,2	200,13
39,2	207,64
38,96	216,59
38,96	221,91
38,96	225,54
39,45	231,11
40,9	239,82
42,35	246,36
44,29	252,89
46,95	259,91
48,4	264,75
50,09	270,56
51,79	276,85
53	284,35
53,97	290,64
54,93	302,02
55,18	308,31
54,93	313,87
54,93	320,17
54,69	324,76
54,45	329,6
54,69	337,83
55,42	344,85
56,39	351,63
57,6	358,16
59,77	367,11
61,71	373,16
64,13	379,94
67,28	386,47
71,39	393,98
76,23	400,03
79,38	403,66
83,97	408,5
89,06	412,37
95,35	416,48
102,12	419,87
110,35	423,5
118,34	426,89
125,84	430,28
132,62	432,94
138,91	435,84
144,96	438,99
150,52	441,41
154,88	443,59


